Recipient,DI_dest_orgtype,DI_dest_ngotype,DI_dest_deliverychannel,destinationObjects_Organization.id
La chaine de l'espoir,NGOs,International NGO,NGOs and CSOs,2512
La Federación Nacional de Comerciantes,Private sector corporations,,Other,9281
La ligue démocratique pour les droits de la femme,NGOs,,NGOs and CSOs,4959
La Santé et l'Education pour un Encadrement au Développement,NGOs,,,7044
La Strada International / Open Gate,NGOs,International NGO,NGOs and CSOs,878
Labena Organization for Women Development Aid Capacity Building,NGOs,National NGO,NGOs and CSOs,5129
Lacha Community and Economic Development,NGOs,National NGO,NGOs and CSOs,NA
LAG - Latin-Amerikagruppene i Norge,NGOs,,NGOs and CSOs,5210
Lambi Fund of Haiti,Other,,Other,5168
Lamset Shifa,NGOs,Local/National NGO,NGOs and CSOs,6014
Land O' Lakes Venture37,NGOs,International NGO,NGOs and CSOs,241
Land O'Lakes,Private sector corporations,,Other,NA
Land Research Center,Academia/think/research,,NGOs and CSOs,3406
Landmine Action,NGOs,,NGOs and CSOs,3137
Landmine Survivors Initiatives,NGOs,,NGOs and CSOs,1268
Landmine Survivors Network,NGOs,,NGOs and CSOs,4651
LandsAid e.V.,NGOs,International NGO,NGOs and CSOs,5772
Landsforeningen for lesbisk og homofil frigjøring,Private individual/organisation,,NGOs and CSOs,1337
"Landsorganisasjonen i Norge, 3",Private individual/organisation,,NGOs and CSOs,1364
"Landsorganisasjonen i Norge, internasj. sekret.",Other,,Other,3733
Landstar Express America,Private sector corporations,,Other,138
Lanka Jatika Sarvodaya Shramadana Sangamaya,NGOs,National NGO,NGOs and CSOs,NA
Lao (People's Democratic Republic),National government,,Public Sector,2781
Lao Red Cross,Red Cross,,RCRC,3636
Las Dignas,NGOs,,NGOs and CSOs,3026
Las Qorey Concern,NGOs,,NGOs and CSOs,1478
LASOONA - Society for Human and Natural Resource Development,NGOs,National NGO,NGOs and CSOs,5014
Latter-Day Saint Charities,Private individual/organisation,,NGOs and CSOs,3804
Latvia,National government,,Public Sector,4850
Latvian Red Cross,Red Cross,,RCRC,4778
Lay Volunteers International Association,NGOs,International NGO,NGOs and CSOs,4703
Lazarus-Hilfswerk e.V.,NGOs,International NGO,NGOs and CSOs,2651
Lead Against Marginality and Poverty,NGOs,,NGOs and CSOs,240
Lead Development Agency,NGOs,,NGOs and CSOs,6998
LEAD Trust,Other,,Other,2796
"Leadership, Management and Sustainability Program",DAC governments,,Public Sector,582
Learning Through Skills Acquisition Initiative,NGOs,Local NGO,NGOs and CSOs,9593
Leb Relief,NGOs,National NGO,NGOs and CSOs,6545
Lebanese Association for Development Al Majmoua,Private individual/organisation,,NGOs and CSOs,6065
Lebanese Association for Rehabilitation and Development,NGOs,National NGO,NGOs and CSOs,11014
Lebanese Institute for Democracy and Human Rights,NGOs,,NGOs and CSOs,857
Lebanese Red Cross,Red Cross,,RCRC,3285
Lebanese Society for Educational and Social Development,NGOs,Southern International NGO,NGOs and CSOs,8712
Lebanon,National government,,Public Sector,3517
Lebanon Humanitarian Fund,CBPF,,UN Multi,7983
Lebanon Support,Academia/think/research,,NGOs and CSOs,515
Ledmark Industries LLC,Private sector corporations,,Other,9284
Legal Action Worldwide,NGOs,International NGO,NGOs and CSOs,9330
LEGIS,NGOs,National NGO,NGOs and CSOs,6220
Leprosy Aid Switzerland,NGOs,,NGOs and CSOs,5249
Les Amis du Liban,Private individual/organisation,,NGOs and CSOs,2821
Les Amis du Tibet,Private individual/organisation,,NGOs and CSOs,560
Les Sarments de Lavaux,NGOs,International NGO,NGOs and CSOs,346
Lesotho,National government,,Public Sector,4851
Lesotho Ministry of Agriculture and CARE Lesotho,National government,,Public Sector,2198
LH/ACT,Other,,Other,4743
Liberia,National government,,Public Sector,3608
"Liberia Dujar Association, Sweden",NGOs,,NGOs and CSOs,1302
Liberia WASH Consortium,Other,,Other,588
Liberian Red Cross Society,Red Cross,,RCRC,3594
Libraries without Borders,NGOs,International NGO,NGOs and CSOs,7115
Libya,National government,,Public Sector,4852
Libya Red Crescent,Red Cross,,RCRC,3196
Libyan Relief Committee,Other,,Other,1522
Lichtbrücke e.V,NGOs,,NGOs and CSOs,5331
LIDEAS DRC,Other,,Other,3646
Liechtenstein Red Cross,Red Cross,,RCRC,4765
Life and Peace Institute,Academia/think/research,,NGOs and CSOs,2049
Life At Best Development Initiative,NGOs,,,7427
Life for Relief and Development,NGOs,,NGOs and CSOs,2371
Life for Syria,Undefined,,Other,782
Life International,Private individual/organisation,,NGOs and CSOs,3297
Life Makers Meeting Place Organization,NGOs,Local NGO,NGOs and CSOs,836
Light for the World,NGOs,International NGO,NGOs and CSOs,847
Light Force International,NGOs,,NGOs and CSOs,19
Lighthouse Association,NGOs,,NGOs and CSOs,3609
Ligue de la Zone Afrique pour la Défense des Droits des Enfants et Elèves,NGOs,National NGO,NGOs and CSOs,6938
Lima Airport Partners,Private sector corporations,,Other,4051
Limmatstiftung Zurich,Foundations,,NGOs and CSOs,5248
Linkage Trust,NGOs,,NGOs and CSOs,4142
Lion Aid,NGOs,,NGOs and CSOs,1383
Lions Clubs International Foundation,Foundations,,NGOs and CSOs,3785
Livelihood Relief and Development Organization,NGOs,Undefined NGO,NGOs and CSOs,6906
LiveWell South Sudan,NGOs,National NGO,NGOs and CSOs,8194
Living Waters,Private individual/organisation,,NGOs and CSOs,4480
Lms Water Systems (France),Private sector corporations,,Other,1748
Local Action Organization,NGOs,,NGOs and CSOs,4192
Logenix,Private sector corporations,,Other,5265
Loi Yang Bum Community Development,NGOs,Local/National NGO,NGOs and CSOs,10298
London School of Hygiene and Tropical Medicine,Academia/think/research,,NGOs and CSOs,4503
Look Inside Foundation,NGOs,,,6499
Louis Berger,Private sector corporations,,Other,66
Louvain-Developpement,NGOs,,NGOs and CSOs,4086
LOVASOA,NGOs,Internationally affiliated NGO,NGOs and CSOs,8774
LPDS - Dr. Soetomo Press Institute,Academia/think/research,,NGOs and CSOs,423
LSQC,Other,,Other,5744
Luchetti,Private sector corporations,,Other,2043
Ludwig Boltzmann Institute of Human Rights,Academia/think/research,,NGOs and CSOs,380
Lulu Care - South Sudan,NGOs,,,10437
Lutherian World Fund,NGOs,International NGO,NGOs and CSOs,943
Lutherischer Weltbund Deutsches Nationalkomitee,NGOs,,NGOs and CSOs,4115
Luxembourg Red Cross,Red Cross,,RCRC,2767
Lynden Air Cargo,Private sector corporations,,Other,8863
Léger Foundation,Foundations,,NGOs and CSOs,NA
Ma'an,Private individual/organisation,,NGOs and CSOs,4976
MA'AN Development Center,NGOs,National NGO,NGOs and CSOs,5771
MA-UK Myanmar Serving Humanity,NGOs,International NGO,NGOs and CSOs,10287
MAAMS,Other,,Other,3340
Maarouf Saad Social and Cultural Foundation,NGOs,National NGO,NGOs and CSOs,513
MAB Consulting,Private sector corporations,,Other,279
Macedonia Centre for International Cooperation,NGOs,National NGO,NGOs and CSOs,2177
"Macedonia, Former Yugoslav Republic of",National government,,Public Sector,3812
Macedonian Red Cross,Red Cross,,RCRC,7517
Macedonian Young Lawyers Association (MYLA),NGOs,National NGO,NGOs and CSOs,147
Madad Organization,Foundations,,NGOs and CSOs,7256
Madagascar,National government,,Public Sector,4436
Madeenathul-uloom Educational And Charitable Trust,NGOs,Local NGO,NGOs and CSOs,11083
MADERA,NGOs,International NGO,NGOs and CSOs,2946
Madrasati Initiative,Private individual/organisation,,NGOs and CSOs,4408
Madre Coraje,NGOs,International NGO,NGOs and CSOs,12100
Madres y Padres Por Los Niños En Venezuela,NGOs,National NGO,NGOs and CSOs,11148
Magen David Adom,NGOs,,NGOs and CSOs,3133
Magna Deti v nudzi [Magna Children at Risk],NGOs,International NGO,NGOs and CSOs,6757
MAGNA Medical and Nutrition Global Aid,NGOs,International NGO,NGOs and CSOs,8713
Mahavir Overseas,Private sector corporations,,Other,8886
Main dans la Main pour l'Assistance Humanitaire et le Développement Durable,NGOs,National NGO,NGOs and CSOs,8061
Maison Prisca,NGOs,National NGO,NGOs and CSOs,10263
Maison Shalom Ruyigi,NGOs,,NGOs and CSOs,5256
Majulah Indonesia Tanah Airku,Other,,Other,5282
Makassed Philanthropic Islamic Association of Beirut,NGOs,National NGO,NGOs and CSOs,6124
Makhzoumi Foundation,NGOs,,NGOs and CSOs,6546
Mala Sirena,Other,,Other,2228
Malagasy Red Cross Society,Red Cross,,RCRC,1271
Malaria Consortium,NGOs,,NGOs and CSOs,3903
Malawi,National government,,Public Sector,4853
Malawi Economic Justice Network,Other,,Other,3566
Malawi Red Cross Society,Red Cross,,RCRC,2062
Malaysia,National government,,Public Sector,4383
Malaysia Red Crescent Society,Red Cross,,RCRC,2336
Maldives,National government,,Public Sector,2562
Mali,National government,,Public Sector,3938
Mali Red Cross,Red Cross,,RCRC,2957
Malilangwe Trust,NGOs,,NGOs and CSOs,4953
Malta Red Cross Society,Red Cross,,RCRC,2063
Maltese Aid Agency,National government,,Public Sector,3242
Malteser International Order of Malta World Relief,NGOs,International NGO,NGOs and CSOs,173
Malteser Lviv,NGOs,,,11434
Man in Need,Other,,Other,3986
Management and Resources for Community Health,Undefined,,Other,5622
Management Sciences for Health,NGOs,International NGO,NGOs and CSOs,3439
Management Services for Health,Other,,Other,1824
Management Systems International,Private sector corporations,,Other,2877
Mandher Relief and Development Organization,NGOs,Local NGO,NGOs and CSOs,544
Mani Tese,NGOs,,NGOs and CSOs,1917
Manitoba Council for International Co-operation,NGOs,,NGOs and CSOs,1658
MANNA,NGOs,,NGOs and CSOs,2317
MANNET (consulting company),Private sector corporations,,Other,3085
Manos Unidas,NGOs,,NGOs and CSOs,7275
MAPACT,Other,,Other,5160
MapAction,NGOs,International NGO,NGOs and CSOs,31
Maram Foundation for Relief and Development,NGOs,International NGO,NGOs and CSOs,6796
Marie Stopes International,NGOs,,NGOs and CSOs,193
Markazu Ihyail Fikril Islami Institute,NGOs,Local NGO,NGOs and CSOs,11084
Markazul Maâ€™arif,NGOs,,,NA
Markazul Ma’arif,NGOs,,,11806
Marsa Sexual Health Center,NGOs,National NGO,NGOs and CSOs,10406
Marsh Arabs,Other,,Other,3915
Marshall Legacy Institute,Academia/think/research,,NGOs and CSOs,1820
Masar,NGOs,,NGOs and CSOs,856
Masrrat Foundation,NGOs,,,7877
Matres Mundi,NGOs,International NGO,NGOs and CSOs,10052
Matrix,Other,,Other,1300
Matrix International,Private sector corporations,,Other,3670
Mauritania,National government,,Public Sector,4854
Mauritanian Red Crescent,Red Cross,,RCRC,3542
Mauritius,National government,,Public Sector,4855
Mavambo Orphan Care,NGOs,,NGOs and CSOs,384
MAXIMUS,Private sector corporations,,Other,5669
Mayar Foundation for Development,NGOs,National NGO,NGOs and CSOs,8305
Mayday Rescue Foundation,NGOs,International NGO,NGOs and CSOs,10051
Meals4Hope,NGOs,,,10184
MEDAIR,NGOs,International NGO,NGOs and CSOs,4528
MEDECO,Private sector corporations,,Other,2664
Media Action Intl.,NGOs,,NGOs and CSOs,3784
Media Frontiers,NGOs,,NGOs and CSOs,280
Media21,Private sector corporations,,Other,1851
Medica Afghanistan - Women Support Organization,NGOs,Internationally affiliated NGO,NGOs and CSOs,896
Medica Mondiale,NGOs,International NGO,NGOs and CSOs,2847
Medicair - South Sudan,NGOs,National NGO,NGOs and CSOs,9027
Medical Aid for Palestinians,NGOs,International NGO,NGOs and CSOs,3247
Medical Aids for Children of DPRK,Other,,Other,4097
Medical Assistance Programs International,NGOs,,NGOs and CSOs,4351
Medical Emergency Relief International,NGOs,,NGOs and CSOs,4538
Medical Export Group,Private sector corporations,,,11477
Medical Mercy Foundation,NGOs,National NGO,NGOs and CSOs,816
Medical Relief for Syria,NGOs,,,9927
Medical Relief Society,NGOs,,NGOs and CSOs,1994
Medical Research Council,Academia/think/research,,NGOs and CSOs,4530
Medical Teams International,NGOs,International NGO,NGOs and CSOs,2246
Medici con l'Africa CUAMM,NGOs,International NGO,NGOs and CSOs,3853
Medico International,NGOs,International NGO,NGOs and CSOs,3783
Medicos do Mundo,NGOs,International NGO,NGOs and CSOs,NA
Medicos en catastrofe (MEC),NGOs,,NGOs and CSOs,3532
Medicos sin Fronteras,NGOs,International NGO,NGOs and CSOs,NA
Medicuba en Salud,NGOs,,NGOs and CSOs,4418
MediCuba-Suisse,NGOs,,NGOs and CSOs,2845
Medicus Mundi,NGOs,International NGO,NGOs and CSOs,805
Medilor,NGOs,,NGOs and CSOs,1280
Mediothek für Afghanistan e.V,NGOs,,NGOs and CSOs,2555
Medishare,Private individual/organisation,,NGOs and CSOs,5170
Meds & Food for Kids,NGOs,,NGOs and CSOs,5701
Medshare,NGOs,,NGOs and CSOs,1215
Mekong River Commission,Other multi,,Other multi,2199
MEMISA - Action médicale missionnaire,NGOs,,NGOs and CSOs,3289
Memorial Human Rights Centre,Other,,Other,1426
MEN,Other,,Other,1269
Mena Organization for Services Advocacy integration and Capacity Building,NGOs,Southern International NGO,NGOs and CSOs,8093
Mennonite Central Committee,NGOs,,NGOs and CSOs,4906
Menschen für,NGOs,,NGOs and CSOs,3212
Menschen Gegen Minen,NGOs,,NGOs and CSOs,4034
Mental Health Service,NGOs,,,11435
Mercy Corps,NGOs,International NGO,NGOs and CSOs,4305
Mercy Corps Scotland,NGOs,International NGO,NGOs and CSOs,8613
Mercy Hands for Humanitarian Aid,NGOs,National NGO,NGOs and CSOs,3219
Mercy Malaysia,NGOs,Southern International NGO,NGOs and CSOs,3410
Mercy Relief,NGOs,,NGOs and CSOs,1319
Mercy Ships,NGOs,,NGOs and CSOs,4529
Mercy Without Limits,NGOs,International NGO,NGOs and CSOs,7558
Mercy-USA for Aid and Development,NGOs,International NGO,NGOs and CSOs,2314
Merove-Pierre Et Associes,Private sector corporations,,Other,3381
Merrill Lynch,Private sector corporations,,Other,203
Merti Integrated Development Programme,NGOs,,NGOs and CSOs,489
Messagers de la Paix en Afrique,NGOs,Undefined NGO,NGOs and CSOs,4583
METAdrasi - Action for Migration and Development,NGOs,National NGO,NGOs and CSOs,NA
METAdrasi â€“ Action for Migration and Development,NGOs,,,NA
METAdrasi – Action for Migration and Development,NGOs,,,8738
Meteorologisk Institutt,DAC governments,,Public Sector,5994
Metta Development Foundation,NGOs,National NGO,NGOs and CSOs,199
Mexican Red Cross,Red Cross,,RCRC,2665
Mexico,National government,,Public Sector,4856
Miak Wadang,NGOs,International NGO,NGOs and CSOs,NA
Miak Wadang Community Development Organization,NGOs,Local NGO,NGOs and CSOs,9614
MIC EU Civil Protection,EC,,Public Sector,8586
"Micronesia,  Federated States of",National government,,Public Sector,4782
Middle East Childrenâ€™s Institute,NGOs,,,NA
Middle East Children’s Institute,NGOs,International NGO,NGOs and CSOs,6684
Midwest Canvas Corporation,Private sector corporations,,Other,2369
Migrant Offshore Aid Station,NGOs,,,9355
Migration & Asylum Project - Initiative of the The Ara Trust,NGOs,,,11962
Mildmay,NGOs,,NGOs and CSOs,2867
Milinda Moragoda institute for people's empowerment,Academia/think/research,,NGOs and CSOs,3966
Millenium Development Foundation,NGOs,National NGO,NGOs and CSOs,6933
Millenium Project Hunger Task Force,UN Multi,,UN Multi,3510
Millennium Relief and Development,NGOs,,NGOs and CSOs,4982
Miloserdie (Mercy),NGOs,,NGOs and CSOs,1886
Mindanao Modern Education and Development Foundation,NGOs,National NGO,NGOs and CSOs,11092
Mine Action Canada,NGOs,,NGOs and CSOs,4121
Mine Action Group,Other,,Other,3092
Mine Action Programme for Afghanistan,Other,,Other,NA
Mine Action Programme of Afghanistan,,,,2458
Mine Clearance and Planning Agency,NGOs,Southern International NGO,NGOs and CSOs,1817
Mine Clearance and Planning Agency | HALO Trust,NGOs,International NGO,NGOs and CSOs,NA
Mine Detection Centre,NGOs,National NGO,NGOs and CSOs,4229
Mines Advisory Group,NGOs,International NGO,NGOs and CSOs,2404
Mingalar Myanmar,NGOs,,NGOs and CSOs,2632
"Ministry of Agriculture, Irrigation and Livestock Afghanistan",National government,,Public Sector,3632
Ministry of Education and Higher Education,National government,,Public Sector,132
Ministry of Environment and University of Zurich,Other,,Other,3760
