id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
4431,1058669,2001,,financial,2001-07-11T00:00:00Z,2001-07-02T00:00:00Z,2001-07-02T00:00:00Z,"To create and rebuild a social minimum supply and infrastructure: 900 people are taking part in food-for-work programmes, 80 schools are rebuilt and provided with furniture, 5 access roads and 10 irrigation systems are built etc.",,,2001-07-11T00:00:00Z,Standard,Humanitarian aid,TRUE,1244996,EUR,Traditional aid,,commitment,2001-07-11T00:00:00Z,1,incoming,single,GF 07 321.50/1 BMZ/TMP,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,223,Timor-Leste,single,,,,4389,Deutsche Welthungerhilfe e.V. (German Agro Action),single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary; Primary,"United Nations Educational, Scientific and Cultural Organization; United Nations Educational, Scientific and Cultural Organization",Other; Other,2001-07-11T00:00:00.000Z; 2001-07-11T00:00:00.000Z
4432,5335173,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 5,000 MTs maize; 3,000 MTs CSB; 1,000 oil [PRRO 10062.0]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2002-01-18T00:00:00Z,1,incoming,single,,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,37,Burundi,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,39,Burundi 2001,single,,,,NA,61,Food Assistance for Relief and Recovery,single,,,,BDI-01-1/N01,NA,,,,,,,,Primary; Primary,ALICORP; ALICORP,Other; Other,2001-07-11T00:00:00.000Z; 2001-07-11T00:00:00.000Z
4433,75000,,,financial,2001-07-11T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Reconstruction of Arequipa's monumental zones,,,2001-07-11T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,internal,single,,,,,,,,2993,"United Nations Educational, Scientific and Cultural Organization",single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,2,Early Recovery,single,,,,175,Peru,single,,,,2993,"United Nations Educational, Scientific and Cultural Organization",single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,81,PERU - Earthquake - June 2001,single,,,,,Primary; Primary,Boston Archiepiscopal Diocese; Boston Archiepiscopal Diocese,Other; Other,2001-07-11T00:00:00.000Z; 2001-07-11T00:00:00.000Z
4434,0,,,in kind,2001-07-11T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,30 tons of food,,,2001-07-11T00:00:00Z,Standard,Food,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,,,,,,,4050,ALICORP,single,Private Organizations,International Private Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,175,Peru,single,,,,4050,ALICORP,single,Private Organizations,International Private Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,81,PERU - Earthquake - June 2001,single,,,,,Primary; Primary,Lima Airport Partners; Lima Airport Partners,Other; Other,2001-07-11T00:00:00.000Z; 2001-07-11T00:00:00.000Z
4435,200000,,,financial,2001-07-11T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Cash,,,2001-07-11T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,,,,,,,2047,Boston Archiepiscopal Diocese,single,NGOs,National NGOs/CSOs,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,175,Peru,single,,,,2047,Boston Archiepiscopal Diocese,single,NGOs,National NGOs/CSOs,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,81,PERU - Earthquake - June 2001,single,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4436,0,,,in kind,2001-07-11T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Free storage and landing of aircraft containg aid materials*,,,2001-07-11T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,,,,,,,4051,Lima Airport Partners,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,175,Peru,single,,,,4051,Lima Airport Partners,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,81,PERU - Earthquake - June 2001,single,,,,,Primary; Primary,PeruRail; PeruRail,Other; Other,2001-07-11T00:00:00.000Z; 2001-07-11T00:00:00.000Z
4437,500000,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,In kind - 950 MTs maize; 190 MTs pulses [EMOP 6235.1],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food|allocation of unearmarked funds,FALSE,,,Traditional aid,4443,paid,2001-07-11T00:00:00Z,1,internal,single,,,,,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,233,Uganda,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,44,Uganda 2001,single,,,,NA,261,Assistance to drought-affected person in Karamojan Uganda (EMOP 6235.01),single,,,,UGA-01-1/N02,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4438,0,,,in kind,2001-07-11T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Free transport of aid materials*,,,2001-07-11T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,,,,,,,2048,PeruRail,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,175,Peru,single,,,,2048,PeruRail,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,81,PERU - Earthquake - June 2001,single,,,,,Primary; Primary,"Denmark, Government of; United Nations Children's Fund",NA; NA,2001-03-20T00:00:00.000Z; 2001-03-20T00:00:00.000Z
4439,1300000,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 2,438 MTs maize; 467 MTs pulses [EMOP 6235.1]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food|allocation of unearmarked funds,FALSE,,,Traditional aid,4446,paid,2002-08-22T00:00:00Z,1,internal,single,,,,,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,233,Uganda,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,44,Uganda 2001,single,,,,NA,261,Assistance to drought-affected person in Karamojan Uganda (EMOP 6235.01),single,,,,UGA-01-1/N02,NA,,,,,,,,Primary; Primary,Peruvian Private Enterprise Colchones Paraiso; Peruvian Private Enterprise Colchones Paraiso,Other; Other,2001-07-11T00:00:00.000Z; 2001-07-11T00:00:00.000Z
444,368550,2001,,financial,2001-04-04T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Emergency education,,,2001-03-20T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-05-21T00:00:00Z,1,incoming,single,,61,Denmark,single,,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,,,,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,,NA,52,West Africa 2001,single,,,,NA,600,Emergency Education,single,,,,WA/GUI-01-1/N21A,NA,9,West Africa 2001-2002,single,,,,NA,Primary; Primary,Ripley; Ripley,Other; Other,2001-07-11T00:00:00.000Z; 2001-07-11T00:00:00.000Z
4440,200000,,,in kind,2001-07-11T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Mattresses,,,2001-07-11T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,,,,,,,4052,Peruvian Private Enterprise Colchones Paraiso,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,175,Peru,single,,,,4052,Peruvian Private Enterprise Colchones Paraiso,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,81,PERU - Earthquake - June 2001,single,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4441,100000,,,financial,2001-07-11T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Cash,,,2001-07-11T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,,,,,,,4053,Ripley,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,175,Peru,single,,,,4053,Ripley,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,81,PERU - Earthquake - June 2001,single,,,,,Secondary,Office for the Coordination of Humanitarian Affairs,Other,2001-07-09T00:00:00.000Z
4442,164212,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,In kind - 270 MTs pulses [PRRO 10062.0],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-08-22T00:00:00Z,1,incoming,single,,61,Denmark,single,,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,233,Uganda,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,44,Uganda 2001,single,,,,NA,262,PRRO 6077.01 Protracted relief and recovery operation in the GLR (Uganda)(requirements are reflected in the regional appeal),single,,,,UGA-01-1/N03,NA,,,,,,,,Primary; Primary,"NA; Thailand, Government of",Other; Other,2001-07-11T00:00:00.000Z; 2001-07-11T00:00:00.000Z
4443,500000,,4437,,2017-01-14T02:34:23.976Z,2001-07-09T00:00:00Z,,"Automatic parent flow for allocation of unearmarked funds for contribution ID 45548 (flow ID 4437, version ID 1).",,,2001-07-09T00:00:00Z,Standard,,TRUE,,,,,paid,2017-01-14T02:34:23.976Z,1,incoming,single,,,,,,,,,,,,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary; Primary,"NA; Switzerland, Government of",Other; Other,2001-07-11T00:00:00.000Z; 2001-07-11T00:00:00.000Z
4444,10000,,,financial,2001-07-11T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Cash,,,2001-07-11T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,222,Thailand,single,,,,98,"Thailand, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,175,Peru,single,,,,85,"Peru, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,81,PERU - Earthquake - June 2001,single,,,,,Secondary,Office for the Coordination of Humanitarian Affairs,Other,2001-07-09T00:00:00.000Z
4445,200000,,,in kind,2001-07-11T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,"Blankets, tools and construction materials",,,2001-07-11T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,175,Peru,single,,,,85,"Peru, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,81,PERU - Earthquake - June 2001,single,,,,,Primary; Primary,"ACT Alliance; Sweden, Government of",Other; Other,2001-07-11T00:00:00.000Z; 2001-07-11T00:00:00.000Z
4446,1300000,,4439,,2017-01-14T02:34:24.522Z,2001-07-09T00:00:00Z,,"Automatic parent flow for allocation of unearmarked funds for contribution ID 45550 (flow ID 4439, version ID 1).",,,2001-07-09T00:00:00Z,Standard,,TRUE,,,,,paid,2017-01-14T02:34:24.522Z,1,incoming,single,,,,,,,,,,,,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary; Primary,European Commission; World Food Programme,NA; NA,2001-07-09T00:00:00.000Z; 2001-07-09T00:00:00.000Z
4447,27829,,,financial,2001-07-11T00:00:00Z,2001-07-11T00:00:00Z,2001-07-11T00:00:00Z,"Cash - SEK 300,000",,,2001-07-11T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,216,Sweden,single,,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,175,Peru,single,,,,5401,ACT Alliance,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,81,PERU - Earthquake - June 2001,single,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4448,12853470,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 19,500 MTs maize; 1,170 MTs oil; 4,600 MTs pulses; 2,500 CSB; 580 MTs salt [PRRO 10062.0]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,1.5e+07,EUR,Traditional aid,,paid,2003-10-02T00:00:00Z,1,incoming,single,echo/tza/210/2001/01000,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,221,"Tanzania, United Republic of",single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,43,Tanzania (United Republic of) 2001,single,,,,NA,250,Assistance to refugees and refugee-affected area communities in Tanzania (requirements are reflected in the regional appeal),single,,,,URT-01-1/N05,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4449,34109900,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 78,000 MTs wheatflour [EMOP 10030.0]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,71,Ethiopia,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,54,Ethiopia 2001,single,,,,NA,481,Relief food assistance for Ethiopians IDPs by the Ethiopia-Eritrea border conflict,single,,,,ETH-01-01                ,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4450,360000,2001,,financial,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Air bridge [SO 6247.0],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-11-19T00:00:00Z,1,incoming,single,,237,United States,single,,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,71,Ethiopia,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,54,Ethiopia 2001,single,,,,NA,499,Air Bridge,single,,,,ETH-01-05       ,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4451,649351,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 1,406 MTs pulses [EMOP 10049.0]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-10-09T00:00:00Z,1,incoming,single,,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,69,Eritrea,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,55,Eritrea 2001,single,,,,NA,478,Emergency food assistance to food deficit drought and war-affected rural populations of Eritrea,single,,,,ERI-01-1/N03,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4452,442550,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 1,008 MTs pulses [EMOP 10049.0]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-10-09T00:00:00Z,1,incoming,single,,110,Italy,single,,,,3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,69,Eritrea,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,55,Eritrea 2001,single,,,,NA,478,Emergency food assistance to food deficit drought and war-affected rural populations of Eritrea,single,,,,ERI-01-1/N03,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4453,811685,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,In kind - 461 MTs oil; 989 MTs pulses [EMOP 10049.0],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-10-09T00:00:00Z,1,incoming,single,,216,Sweden,single,,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,69,Eritrea,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,55,Eritrea 2001,single,,,,NA,478,Emergency food assistance to food deficit drought and war-affected rural populations of Eritrea,single,,,,ERI-01-1/N03,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4454,82331,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,In kind - 20 MTs milk [EMOP 10052.0],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,69,Eritrea,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,55,Eritrea 2001,single,,,,NA,478,Emergency food assistance to food deficit drought and war-affected rural populations of Eritrea,single,,,,ERI-01-1/N03,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4455,2704411,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 10,000 MTs cereals [EMOP 6044.1]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,76,France,single,,,,4314,"France, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,69,Eritrea,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,55,Eritrea 2001,single,,,,NA,478,Emergency food assistance to food deficit drought and war-affected rural populations of Eritrea,single,,,,ERI-01-1/N03,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4456,1281952,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 4,274 MTs cereals [EMOP 6044.1]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,112,Japan,single,,,,4537,"Japan, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,69,Eritrea,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,55,Eritrea 2001,single,,,,NA,478,Emergency food assistance to food deficit drought and war-affected rural populations of Eritrea,single,,,,ERI-01-1/N03,NA,,,,,,,,Primary,"Sweden, Government of",NA,2001-07-11T00:00:00.000Z
4457,499658,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 1,628 MTs cereals [EMOP 6044.1]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,69,Eritrea,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,55,Eritrea 2001,single,,,,NA,478,Emergency food assistance to food deficit drought and war-affected rural populations of Eritrea,single,,,,ERI-01-1/N03,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
