id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.code,destinationObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes
17088,372671,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-17T00:00:00Z,1,incoming,single,,222,Thailand,single,,,98,"Thailand, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,106,Iraq,single,,,,,,,,,,NA,NA,NA,122,Iraq Crisis 2003,single,,NA,3448,Food assistance (EMOP 10259.0),single,,IRQ-03/F01,NA,,,
17089,12387,2003,,financial,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Common services,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-17T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,106,Iraq,single,,,,,,,,,,NA,NA,NA,122,Iraq Crisis 2003,single,,NA,3476,Common services,single,,IRQ-03/CSS01A,NA,,,
17090,370371,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-12-10T00:00:00Z,1,incoming,single,,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17091,5893940,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2004-06-10T00:00:00Z,1,incoming,single,,14,Australia,single,,,4391,"Australia, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17092,1400000,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-17T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,3008,"Netherlands, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17093,342857,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-12-10T00:00:00Z,1,incoming,single,,15,Austria,single,,,4546,"Austria, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17094,102857,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-12-10T00:00:00Z,1,incoming,single,,15,Austria,single,,,4546,"Austria, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17095,21000,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-17T00:00:00Z,1,incoming,single,,40,Canada,single,,,2928,"Canada, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17096,5784062,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-17T00:00:00Z,1,incoming,single,,216,Sweden,single,,,2921,"Sweden, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17097,141843,,,financial,2003-11-17T00:00:00Z,2003-11-13T00:00:00Z,2003-11-13T00:00:00Z,"AUD 200,000 for housing reconstruction",,,2003-11-17T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-11-17T00:00:00Z,1,incoming,single,,14,Australia,single,,,4391,"Australia, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,5294,United Nations Development Programme,single,UN agency,24,2003,single,,,243,Viet Nam,single,,,,,216,VIET NAM - Floods - October 2003,single,,,,,,,,,,,,,,,,,,,
17098,11734,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-17T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17099,8291874,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-12-10T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17100,370371,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-12-10T00:00:00Z,1,incoming,single,,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17101,22164400,2004,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-12-10T00:00:00Z,1,incoming,single,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17102,232,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-17T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17103,1936,2003,,in kind,2003-11-17T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10290.0],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-17T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3638,EMOP 10290.0 targeted relief to vulnerable households in Southern Africa ,single,,SOA-03/F03,NA,NA,,
17104,476000,2003,,financial,2003-11-18T00:00:00Z,2003-11-12T00:00:00Z,2003-11-12T00:00:00Z,Support to regional coordination and management of agricultural relief and recovery operations,,,2003-11-12T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2004-06-02T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,24,2003,single,,,,,,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,,NA,131,Humanitarian Crisis in Southern Africa - REGION (July 2003 - June 2004),single,,NA,3631,Regional coordination and management of agricultural relief and recovery operations,single,,SOA-03/CSS02,NA,NA,,
17105,291500,2003,,financial,2003-11-18T00:00:00Z,2003-11-12T00:00:00Z,2003-11-12T00:00:00Z,Provision of crop and vegetable seeds and other inputs through seed fairs in four districts in southern Lesotho,,,2003-11-12T00:00:00Z,Standard,Humanitarian aid|Agriculture,TRUE,,,Traditional aid,,commitment,2017-11-21T00:37:59.635Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26512,Agriculture,single,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,24,2003,single,,,125,Lesotho,single,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,,,,,,,,,,,,,,,,,
17106,400000,2003,,financial,2003-11-18T00:00:00Z,2003-11-12T00:00:00Z,2003-11-12T00:00:00Z,Emergency seeds assistance to vulnerable smallholding farmers,,,2003-11-12T00:00:00Z,Standard,Humanitarian aid|Agriculture|allocation of unearmarked funds,FALSE,,,Traditional aid,17112,paid,2017-11-21T00:37:59.635Z,1,internal,single,,,,,,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,,24,2003,single,,,,,,,,,,,26512,Agriculture,single,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,24,2003,single,,,250,Zimbabwe,single,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,NA,NA,132,Humanitarian Crisis in Southern Africa - ZIMBABWE (July - December 2003),single,,NA,3812,Increased agricultural production of small-scale vulnerable households,single,,ZIM-03/A01,NA,NA,,
17107,317147,2003,,financial,2003-11-18T00:00:00Z,2003-11-12T00:00:00Z,2003-11-12T00:00:00Z,Establishment of community gardens to vulnerable households in Swaziland,,,2003-11-12T00:00:00Z,Standard,Humanitarian aid|Agriculture,TRUE,,,Traditional aid,,paid,2017-11-21T00:37:59.635Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26512,Agriculture,single,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,24,2003,single,,,215,Eswatini,single,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,NA,NA,128,Humanitarian Crisis in Southern Africa - SWAZILAND (July 2003 - June 2004),single,,NA,4872,Establishment of community gardens,single,,SWA-03/A08,NA,NA,,
17108,210838,2003,,financial,2003-11-18T00:00:00Z,2003-11-12T00:00:00Z,2003-11-12T00:00:00Z,Improving household access to agricultural inputs through input fairs,,,2003-11-12T00:00:00Z,Standard,Humanitarian aid|Agriculture,TRUE,,,Traditional aid,,paid,2017-11-21T00:37:59.635Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26512,Agriculture,single,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,24,2003,single,,,215,Eswatini,single,,,,,148,Humanitarian Crisis in Southern Africa 2002 -2004,single,,,NA,NA,NA,128,Humanitarian Crisis in Southern Africa - SWAZILAND (July 2003 - June 2004),single,,NA,3733,Emergency provision of agricultural inputs to most vulnerable families,single,,SWA-03/A01,NA,NA,,
17109,594287,2003,,financial,2003-11-19T00:00:00Z,2003-11-17T00:00:00Z,2003-11-17T00:00:00Z,Education,,,2003-11-18T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-19T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,3,Education,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,184,Russian Federation,single,,,,,162,Chechnya and Neighbouring Republics 2003 - 2005,single,,,NA,NA,NA,114,Chechnya and Neighbouring Republics (RF) 2003,single,,NA,2913,Basic education for IDP children in Ingushetia and Chechnya,single,,RUS-03/E01; E02,NA,NA,,
17110,314498,2003,,financial,2003-11-19T00:00:00Z,2003-11-17T00:00:00Z,2003-11-17T00:00:00Z,Expansion and strengthening of primary formal education (schools) system in all zones of Somalia; youth education and development,,,2003-11-18T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-19T00:00:00Z,1,incoming,single,,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,3,Education,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,206,Somalia,single,,,,,,,,,,NA,NA,NA,111,Somalia 2003,single,,NA,2793,Expansion and strengthening of primary formal education (schools) system in all zones of Somalia; youth education and development,single,,SOM-03/E01; E02,NA,,,
17111,114286,2003,,financial,2003-11-19T00:00:00Z,2003-11-17T00:00:00Z,2003-11-17T00:00:00Z,Essential drugs,,,2003-11-18T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-19T00:00:00Z,1,incoming,single,,110,Italy,single,,,3774,"Italy, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,118,"Korea, Democratic People's Republic of",single,,,,,,,,,,NA,NA,NA,102,DPR of Korea 2003,single,,NA,2501,Essential drugs,single,,DPRK-03/H01,NA,,,
17112,400000,,17106,,2017-01-14T03:32:47.716Z,2003-11-12T00:00:00Z,,"Automatic parent flow for allocation of unearmarked funds for contribution ID 65836 (flow ID 17106, version ID 1).",,,2003-11-12T00:00:00Z,Standard,,TRUE,,,,,paid,2017-01-14T03:32:47.716Z,1,incoming,single,,,,,,,,,,,,24,2003,single,,,,,,,,,,,,,,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,24,2003,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17113,217955,2003,,financial,2003-11-19T00:00:00Z,2003-11-17T00:00:00Z,2003-11-17T00:00:00Z,Education programme,,,2003-11-18T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-19T00:00:00Z,1,incoming,single,,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,3,Education,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,118,"Korea, Democratic People's Republic of",single,,,,,,,,,,NA,NA,NA,102,DPR of Korea 2003,single,,NA,2527,Basic education priorities,single,,DPRK-03/E01,NA,,,
17114,346163,2003,,financial,2003-11-19T00:00:00Z,2003-11-17T00:00:00Z,2003-11-17T00:00:00Z,Education programme,,,2003-11-18T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,3,Education,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,206,Somalia,single,,,,,,,,,,NA,NA,NA,111,Somalia 2003,single,,NA,2793,Expansion and strengthening of primary formal education (schools) system in all zones of Somalia; youth education and development,single,,SOM-03/E01; E02,NA,,,
17115,867138,2003,,financial,2003-11-19T00:00:00Z,2003-11-17T00:00:00Z,2003-11-17T00:00:00Z,Education programme,,,2003-11-18T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-19T00:00:00Z,1,incoming,single,,110,Italy,single,,,3774,"Italy, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,3,Education,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,206,Somalia,single,,,,,,,,,,NA,NA,NA,111,Somalia 2003,single,,NA,2793,Expansion and strengthening of primary formal education (schools) system in all zones of Somalia; youth education and development,single,,SOM-03/E01; E02,NA,,,
17116,542842,2003,,financial,2003-11-19T00:00:00Z,2003-11-17T00:00:00Z,2003-11-17T00:00:00Z,Health and nutrition programme,,,2003-11-18T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-19T00:00:00Z,1,incoming,single,,110,Italy,single,,,3774,"Italy, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,206,Somalia,single,,,,,,,,,,NA,NA,NA,111,Somalia 2003,single,,NA,2763,"Delivery of essential health services; critical reproductive health services; expanded programme on immunisation, including polio eradication, HIV/AIDS prevention, nutritional supplementation",single,,SOM-03/H01; H02A; H04A; H03A; H05,NA,,,
17117,284623,2003,,financial,2003-11-19T00:00:00Z,2003-11-17T00:00:00Z,2003-11-17T00:00:00Z,Health and nutrition programme,,,2003-11-18T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-19T00:00:00Z,1,incoming,single,,61,Denmark,single,,,3776,"Denmark, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,7,Health,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,206,Somalia,single,,,,,,,,,,NA,NA,NA,111,Somalia 2003,single,,NA,2763,"Delivery of essential health services; critical reproductive health services; expanded programme on immunisation, including polio eradication, HIV/AIDS prevention, nutritional supplementation",single,,SOM-03/H01; H02A; H04A; H03A; H05,NA,,,
